idx,title,etc,description,rating,review_sadness,review_joy,review_fear,review_disgust,review_anger,url
701,K.G.F: Chapter 1,Action Drama,"In the 1970s, a fierce rebel rises against brutal oppression and becomes the symbol of hope to legions of downtrodden people.",10,0.189507,0.569987,0.034269,0.201621,0.061753,https://whatdoido.kro.kr/movie/701.jpg
702,Sleuth,Mystery Thriller,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.",7,0.393331,0.017743,0.244213,0.3866,0.331142,https://whatdoido.kro.kr/movie/702.jpg
703,No Man's Land,Comedy Drama War,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",,0.278243,0.091876,0.342177,0.338279,0.327335,https://whatdoido.kro.kr/movie/703.jpg
704,Rockstar,Drama Music Romance,"Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer.",7,0.355061,0.162309,0.051265,0.448692,0.195176,https://whatdoido.kro.kr/movie/704.jpg
705,Down by Law,Comedy Crime Drama,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",9,0.118819,0.607391,0.70295,0.082244,0.064883,https://whatdoido.kro.kr/movie/705.jpg
706,Talvar,Crime Drama Mystery,An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.,10,0.033226,0.821151,0.010009,0.018348,0.057997,https://whatdoido.kro.kr/movie/706.jpg
707,The Purple Rose of Cairo,Comedy Fantasy Romance,"In New Jersey in 1935, a movie character walks off the screen and into the real world.",,0.022592,0.850896,0.004636,0.095433,0.046398,https://whatdoido.kro.kr/movie/707.jpg
708,Chhichhore,Comedy Drama,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",9,0.022659,0.929767,0.032243,0.001999,0.015272,https://whatdoido.kro.kr/movie/708.jpg
709,Interstate 60: Episodes of the Road,Adventure Comedy Drama,"Neal Oliver, a very confused young man and an artist, takes a journey of a lifetime on a highway I60 that doesn't exist on any of the maps, going to the places he never even heard of, searching for an answer and his dreamgirl.",3,0.442723,0.144379,0.284331,0.037565,0.201869,https://whatdoido.kro.kr/movie/709.jpg
710,Baahubali 2: The Conclusion,Action Drama,"When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",1,0.02415,0.760136,0.009576,0.155604,0.080963,https://whatdoido.kro.kr/movie/710.jpg
711,Queen,Adventure Comedy Drama,A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.,8,0.052685,0.845782,0.019196,0.031108,0.073091,https://whatdoido.kro.kr/movie/711.jpg
712,Celda 211,Action Adventure Crime,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",8,0.096277,0.66222,0.070442,0.021292,0.199602,https://whatdoido.kro.kr/movie/712.jpg
713,The General,Action Adventure Comedy,"When Union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines.",9,0.343975,0.398618,0.11074,0.015225,0.113697,https://whatdoido.kro.kr/movie/713.jpg
714,Love and Death,Comedy War,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",9,0.049109,0.769043,0.094569,0.048635,0.028012,https://whatdoido.kro.kr/movie/714.jpg
715,The Lost Weekend,Drama Film-Noir,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,10,0.136133,0.689764,0.028872,0.021998,0.169283,https://whatdoido.kro.kr/movie/715.jpg
716,Bhaag Milkha Bhaag,Biography Drama Sport,The truth behind the ascension of Milkha Singh who was scarred because of the India-Pakistan partition.,10,0.493095,0.692014,0.106661,0.088898,0.126837,https://whatdoido.kro.kr/movie/716.jpg
717,The Magdalene Sisters,Drama,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,9,0.596299,0.602637,0.118139,0.140829,0.072178,https://whatdoido.kro.kr/movie/717.jpg
718,Uri: The Surgical Strike,Action Drama War,"Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.",10,0.168038,0.625608,0.087335,0.079035,0.084665,https://whatdoido.kro.kr/movie/718.jpg
719,Duck Soup,Comedy Musical War,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,3,0.630876,0.467716,0.109664,0.49077,0.161013,https://whatdoido.kro.kr/movie/719.jpg
720,Sanjuro,Action Comedy Crime,"A crafty samurai helps a young man and his fellow clansmen save his uncle, who has been framed and imprisoned by a corrupt superintendent.",9,0.065613,0.833594,0.01375,0.019184,0.07976,https://whatdoido.kro.kr/movie/720.jpg
721,Miracle on 34th Street,Comedy Drama Family,"When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing.",10,0.054138,0.810894,0.003344,0.044481,0.111442,https://whatdoido.kro.kr/movie/721.jpg
722,Dilwale Dulhania Le Jayenge,Drama Romance,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.",10,0.01731,0.9649,0.008983,0.005899,0.00526,https://whatdoido.kro.kr/movie/722.jpg
723,Kahaani,Mystery Thriller,"A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.",9,0.062946,0.79423,0.033381,0.03124,0.077529,https://whatdoido.kro.kr/movie/723.jpg
724,Anand,Drama Musical,"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend.",1,0.06179,0.341582,0.081564,0.009233,0.085363,https://whatdoido.kro.kr/movie/724.jpg
725,La Grande Illusion,Drama War,"During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress.",5,0.104761,0.592302,0.085572,0.025469,0.281954,https://whatdoido.kro.kr/movie/725.jpg
726,Haider,Action Crime Drama,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",10,0.043401,0.020938,0.105584,0.583413,0.399892,https://whatdoido.kro.kr/movie/726.jpg
727,M.S. Dhoni: The Untold Story,Biography Drama Sport,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,10,0.560398,0.21459,0.090844,0.084711,0.143451,https://whatdoido.kro.kr/movie/727.jpg
728,G.O.R.A.,Adventure Comedy Sci-Fi,A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A.,10,0.077806,0.845448,0.016667,0.055166,0.017126,https://whatdoido.kro.kr/movie/728.jpg
729,Dil Chahta Hai,Comedy Drama Romance,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",9,0.143622,0.729951,0.078582,0.105114,0.103002,https://whatdoido.kro.kr/movie/729.jpg
730,Munna Bhai M.B.B.S.,Comedy Drama,A gangster sets out to fulfill his father's dream of becoming a doctor.,10,0.063134,0.834828,0.029551,0.052597,0.026046,https://whatdoido.kro.kr/movie/730.jpg
731,Udaan,Drama,"Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.",8,0.574467,0.323994,0.062679,0.025803,0.098615,https://whatdoido.kro.kr/movie/731.jpg
732,Sholay,Action Adventure Comedy,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",10,0.162395,0.666512,0.059253,0.080611,0.061018,https://whatdoido.kro.kr/movie/732.jpg
733,White Heat,Action Crime Drama,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,8,0.043685,0.785774,0.039027,0.041892,0.020502,https://whatdoido.kro.kr/movie/733.jpg
734,Barfi!,Comedy Drama Romance,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,1,0.162341,0.74614,0.011423,0.076285,0.030115,https://whatdoido.kro.kr/movie/734.jpg
735,Knockin' on Heaven's Door,Action Crime Comedy,"Two terminally ill patients escape from a hospital, steal a car and rush towards the sea.",8,0.047351,0.783055,0.023172,0.080583,0.057138,https://whatdoido.kro.kr/movie/735.jpg
736,Baby,Action Thriller,"An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.",10,0.036804,0.877152,0.017991,0.026074,0.036874,https://whatdoido.kro.kr/movie/736.jpg
737,The Shop Around the Corner,Comedy Drama Romance,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.",,0.061617,0.89632,0.016313,0.020145,0.015678,https://whatdoido.kro.kr/movie/737.jpg
738,Zelig,Comedy,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.",,0.122308,0.718736,0.121138,0.025339,0.028192,https://whatdoido.kro.kr/movie/738.jpg
739,Sherlock Jr.,Action Comedy Romance,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",10,0.906004,0.054966,0.102899,0.029975,0.030714,https://whatdoido.kro.kr/movie/739.jpg
740,C.R.A.Z.Y.,Comedy Drama,"A young French-Canadian, growing up in the 1960s and 1970s, struggles to reconcile his emerging homosexuality with his father's conservative values and his own Catholic beliefs.",10,0.236645,0.711164,0.036758,0.019969,0.010592,https://whatdoido.kro.kr/movie/740.jpg
741,The Muppet Christmas Carol,Comedy Drama Family,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,9,0.034403,0.928065,0.009077,0.011311,0.012251,https://whatdoido.kro.kr/movie/741.jpg
742,Jab We Met,Comedy Drama Romance,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.,7,0.194595,0.656207,0.115392,0.115139,0.107041,https://whatdoido.kro.kr/movie/742.jpg
743,Veer-Zaara,Drama Family Musical,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.",10,0.17345,0.782902,0.004459,0.020426,0.028665,https://whatdoido.kro.kr/movie/743.jpg
744,Andaz Apna Apna,Action Comedy Romance,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.,10,0.208674,0.567633,0.010437,0.133345,0.15588,https://whatdoido.kro.kr/movie/744.jpg
745,Raazi,Action Drama Thriller,A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.,1,0.134736,0.387823,0.182203,0.057405,0.023402,https://whatdoido.kro.kr/movie/745.jpg
746,Udta Punjab,Action Crime Drama,A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,9,0.461556,0.700351,0.075948,0.076433,0.09491,https://whatdoido.kro.kr/movie/746.jpg
747,A Night at the Opera,Comedy Music Musical,A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.,8,0.36798,0.486274,0.055968,0.012303,0.108504,https://whatdoido.kro.kr/movie/747.jpg
748,A Wednesday,Action Crime Drama,A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.,10,0.01336,0.769428,0.021063,0.05658,0.188859,https://whatdoido.kro.kr/movie/748.jpg
749,Chak De! India,Drama Family Sport,Kabir Khan is the coach of the Indian Women's National Hockey Team and his dream is to make his all girls team emerge victorious against all odds.,10,0.18054,0.704315,0.062879,0.068745,0.074078,https://whatdoido.kro.kr/movie/749.jpg
750,Vicky Donor,Comedy Romance,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.",10,0.129815,0.659036,0.014063,0.229438,0.013722,https://whatdoido.kro.kr/movie/750.jpg
751,Paan Singh Tomar,Action Biography Crime,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",8,0.013077,0.933034,0.025598,0.017634,0.016012,https://whatdoido.kro.kr/movie/751.jpg
